game_title,user_review_count,critic_review_count,developer,platforms,platform_count,Avg_Rank,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales,metascore,Difficulty_Easy,Difficulty_Just_Right,Difficulty_Simple,Difficulty_Tough,Difficulty_Unforgiving,Play Time_<_1_Hour,Play Time_>=_80_Hours,Play Time_~1_Hour,Play Time_~12_Hours,Play Time_~2_Hours,Play Time_~20_Hours,Play Time_~4_Hours,Play Time_~40_Hours,Play Time_~60_Hours,Play Time_~8_Hours,Completion_Beat_It,Completion_Conquered_It,Completion_Halfway,Completion_Played_It,Completion_Tried_It
mario sports mix,81.0,54.0,Square Enix,wii,1.0,783.0,2010,Sports,Nintendo,0.9,0.45,0.63,0.13,2.11,64,16.48,68.54,5.62,8.99,0.37,0.68,10.27,0.68,15.07,4.11,22.6,8.9,26.03,2.74,8.9,31.85,21.48,10.86,25.43,10.37
mario strikers charged,142.0,47.0,Next Level Games,wii,1.0,582.0,2007,Sports,Nintendo,1.07,1.06,0.24,0.25,2.62,79,6.83,50.6,1.0,33.73,7.83,0.78,9.73,1.17,13.62,1.95,35.41,8.17,19.84,2.72,6.61,24.08,17.4,11.78,29.53,17.22
mario super sluggers,94.0,31.0,Namco Bandai Games,wii,1.0,894.0,2008,Sports,Nintendo,1.51,0.0,0.29,0.12,1.92,69,23.77,61.67,4.71,8.35,1.5,0.58,8.7,0.87,16.52,4.93,20.29,9.86,16.81,11.3,10.14,29.37,36.63,4.18,15.62,14.19
mario superstar baseball,37.0,38.0,Namco,gamecube,1.0,1310.0,2005,Sports,Nintendo,0.93,0.24,0.25,0.04,1.46,76,11.95,67.06,3.21,16.62,1.17,0.47,10.38,0.0,14.62,3.77,25.47,5.19,26.89,5.19,8.02,36.63,22.01,6.27,22.01,13.09
mario tennis open,147.0,58.0,Camelot Software Planning,3ds,1.0,2206.0,2012,Sports,Nintendo,0.26,0.29,0.33,0.05,0.9300000000000002,69,20.47,60.98,3.41,14.29,0.85,1.13,4.89,2.26,18.42,3.01,24.81,9.4,18.05,4.51,13.53,40.09,15.48,16.5,21.42,6.51
mario tennis: power tour,41.0,21.0,Camelot Software Planning,game-boy-advance,1.0,3824.0,2005,Sports,Nintendo,0.24,0.09,0.19,0.01,0.53,81,21.92,71.23,2.28,4.11,0.46,0.0,3.95,0.66,17.11,1.32,36.84,4.61,17.11,4.61,13.82,36.27,31.87,4.92,16.84,10.1
mario vs. donkey kong,79.0,26.0,Nintendo Software Technology,"wii-u, 3ds",2.0,1740.0,2004,Puzzle,Nintendo,0.68,0.25,0.21,0.02,1.16,76,9.76,65.85,0.0,14.63,9.76,0.0,0.0,0.0,12.5,12.5,29.17,8.33,12.5,0.0,25.0,33.9,13.56,16.95,28.81,6.78
mario vs. donkey kong 2: march of the minis,23.0,32.0,Nintendo Software Technology,ds,1.0,1683.0,2006,Puzzle,Nintendo,0.74,0.03,0.36,0.07,1.2,76,16.48,61.54,5.49,15.02,1.47,1.76,3.53,1.76,19.41,1.76,32.94,7.65,10.59,4.12,16.47,35.77,23.21,7.0,17.97,16.06
marvel avengers: battle for earth,12.0,11.0,Ubisoft Quebec,"xbox-360, wii-u",2.0,12599.0,2012,Action,Ubisoft,0.09,0.04,0.0,0.01,0.14,62,29.03,54.84,6.45,6.45,3.23,0.0,35.29,0.0,11.76,11.76,0.0,5.88,23.53,11.76,0.0,39.53,6.98,18.6,20.93,13.95
marvel nemesis: rise of the imperfects,11.0,34.0,Nihilistic,"ds, playstation-2, xbox, psp, gamecube",5.0,6151.2,2005,Fighting,Electronic Arts,1.52,0.16,0.0,0.16,1.84,58,12.5,61.81,0.0,22.22,3.47,0.0,2.94,1.96,24.51,0.98,29.41,0.98,13.73,15.69,9.8,26.75,39.04,8.33,14.47,11.4
marvel super hero squad,12.0,16.0,Blue Tongue Entertainment,"wii, ds, playstation-2, psp",4.0,5779.25,2009,Fighting,THQ,0.99,0.18,0.0,0.12,1.29,49,13.79,55.17,20.69,10.34,0.0,10.0,0.0,0.0,10.0,5.0,20.0,15.0,25.0,0.0,15.0,39.13,10.87,4.35,26.09,19.57
marvel super hero squad: the infinity gauntlet,9.0,10.0,THQ,"wii, xbox-360, 3ds",3.0,8211.4,2010,Action,THQ,0.7,0.14,0.0,0.08,0.92,55,48.0,28.0,20.0,0.0,4.0,0.0,0.0,0.0,16.67,0.0,8.33,16.67,41.67,0.0,16.67,45.95,10.81,16.22,8.11,18.92
marvel vs. capcom 3: fate of two worlds,190.0,77.0,Capcom,"playstation-3, xbox-360",2.0,1677.0,2011,Fighting,Capcom,1.6,0.47,0.14,0.21,2.4200000000000004,85,9.44,55.44,1.57,29.36,4.19,10.08,12.5,7.66,12.9,5.85,20.77,5.65,10.08,4.23,10.28,46.55,13.62,5.75,16.88,17.2
marvel vs. capcom origins,12.0,22.0,Iron Galaxy Studios,"playstation-3, xbox-360",2.0,6809.0,2006,Fighting,Capcom,0.11,0.08,0.02,0.03,0.24,78,5.8,59.42,0.0,33.33,1.45,6.38,12.77,4.26,12.77,10.64,27.66,8.51,10.64,0.0,6.38,38.94,22.12,5.31,23.01,10.62
marvel: ultimate alliance,133.0,68.0,Raven Software,"wii, playstation-3, xbox-360, pc, playstation-2, xbox, psp, game-boy-advance",8.0,5700.33,2006,Role-Playing,Activision,4.02,0.08,0.0,0.4,4.5,82,19.4,69.61,2.16,7.97,0.86,0.33,7.24,0.33,18.09,0.33,40.13,1.64,22.7,3.29,5.92,38.79,20.38,5.74,15.9,19.19
marvel: ultimate alliance 2,80.0,75.0,Vicarious Visions,"wii, playstation-3, xbox-360, pc, ds, playstation-2, psp",7.0,4925.67,2009,Role-Playing,Activision,1.99,0.45,0.0,0.42,2.86,73,20.32,65.71,2.22,11.43,0.32,0.44,4.37,0.0,19.21,0.0,40.17,2.18,19.65,2.62,11.35,43.92,21.32,4.52,11.94,18.31
mass effect,1830.0,74.0,BioWare,"playstation-3, xbox-360, pc",3.0,1746.5,2007,Role-Playing,Microsoft,1.83,1.39,0.03,0.36,3.61,91,8.38,75.46,0.41,15.27,0.48,0.08,16.62,0.08,4.4,0.17,18.36,0.12,38.85,20.19,1.12,44.1,32.97,2.26,8.74,11.93
mass effect 2,2886.0,98.0,BioWare,"playstation-3, xbox-360, pc",3.0,2200.33,2010,Role-Playing,Electronic Arts,2.78,1.61,0.06,0.54,4.989999999999999,96,6.03,78.29,0.38,14.52,0.79,0.08,15.36,0.04,3.25,0.08,16.78,0.16,44.01,19.67,0.57,41.51,37.28,2.65,7.23,11.33
mass effect 3,4227.0,74.0,BioWare,"playstation-3, xbox-360, pc, wii-u",4.0,2532.75,2012,Role-Playing,Electronic Arts,3.11,2.0,0.06,0.6,5.769999999999999,93,9.72,74.52,1.44,13.69,0.64,0.24,13.0,0.09,3.12,0.09,16.5,0.14,48.79,16.88,1.13,46.64,35.35,8.01,6.38,3.62
master of the monster lair,0.0,8.0,Global A,ds,1.0,10306.0,2007,Role-Playing,Rising Star Games,0.1,0.0,0.0,0.01,0.11,56,15.56,71.11,2.22,8.89,2.22,5.26,10.53,0.0,0.0,0.0,31.58,5.26,31.58,15.79,0.0,12.7,6.35,14.29,36.51,30.16
mat hoffman's pro bmx,15.0,15.0,Shaba Games,"pc, game-boy-advance, playstation",3.0,5052.5,2001,Sports,Activision,0.49,0.27,0.0,0.04,0.8,80,9.68,74.19,0.0,16.13,0.0,0.0,9.09,6.82,11.36,6.82,38.64,11.36,6.82,0.0,9.09,37.74,14.15,6.6,23.58,17.92
mat hoffman's pro bmx 2,6.0,22.0,Rainbow Studios,"playstation-2, gamecube",2.0,8579.0,2002,Sports,Activision,0.52,0.27,0.0,0.0699999999999999,0.86,76,8.33,66.67,0.0,20.83,4.17,0.0,6.25,0.0,25.0,6.25,31.25,6.25,0.0,0.0,25.0,27.45,17.65,5.88,23.53,25.49
max payne,2288.0,32.0,Remedy Entertainment,"pc, playstation-2, xbox",3.0,7978.0,2001,Shooter,Take-Two Interactive,2.99,1.27,0.05,0.27,4.58,89,2.24,65.89,0.49,30.02,1.36,0.25,2.1,0.0,36.96,0.25,30.41,2.47,3.71,1.24,22.62,56.06,28.64,4.28,6.74,4.28
max payne 2: the fall of max payne,1633.0,46.0,Remedy Entertainment,"pc, playstation-2, xbox",3.0,6444.33,2003,Shooter,Take-Two Interactive,1.12,0.68,0.0,0.19,1.99,86,5.89,77.16,0.6,15.38,0.96,0.15,1.8,0.0,35.03,0.45,23.5,6.29,4.04,0.45,28.29,58.74,28.06,3.32,4.72,5.16
max payne 3,1238.0,80.0,Rockstar Games,"playstation-3, xbox-360, pc",3.0,2182.67,2012,Shooter,Take-Two Interactive,1.6,1.78,0.0699999999999999,0.52,3.97,86,4.78,61.3,0.29,32.75,0.87,0.51,1.2,0.0,44.79,0.17,34.02,1.2,3.25,0.68,14.19,65.3,20.07,6.69,4.71,3.22
maximo vs army of zin,21.0,46.0,Capcom,playstation-2,1.0,7400.0,2003,Platform,Capcom,0.1,0.08,0.0,0.03,0.21,83,5.31,63.72,0.0,29.2,1.77,0.0,3.33,0.0,11.67,0.0,45.0,1.67,10.0,1.67,26.67,31.43,13.06,6.12,24.9,24.49
maximo: ghosts to glory,25.0,33.0,Capcom,playstation-2,1.0,2682.0,2001,Platform,Capcom,0.38,0.29,0.0,0.1,0.7699999999999999,84,0.47,18.01,0.47,66.35,14.69,0.0,4.95,0.99,11.88,0.0,55.45,2.97,10.89,0.99,11.88,28.19,8.72,8.72,30.43,23.94
me & my katamari,22.0,49.0,Namco,psp,1.0,6987.0,2005,Puzzle,Namco Bandai Games,0.13,0.02,0.08,0.0,0.2299999999999999,75,12.41,73.1,0.69,13.1,0.69,0.0,1.19,1.19,21.43,1.19,23.81,10.71,16.67,2.38,21.43,45.73,17.68,8.23,16.46,11.89
mechanic master,0.0,9.0,Most Wanted Entertainment,ds,1.0,10017.0,2008,Puzzle,Midway Games,0.1,0.0,0.0,0.01,0.11,76,41.67,33.33,8.33,8.33,8.33,0.0,0.0,0.0,36.36,9.09,18.18,18.18,0.0,0.0,18.18,40.0,16.0,16.0,4.0,24.0
mechassault,28.0,32.0,Day 1 Studios,xbox,1.0,1803.0,2002,Simulation,Microsoft,1.01,0.1,0.0,0.03,1.14,87,1.48,66.67,0.0,28.15,3.7,0.0,4.23,0.0,22.54,0.0,29.58,2.82,16.9,7.04,16.9,34.64,16.57,7.23,21.39,20.18
mechassault 2: lone wolf,14.0,66.0,Day 1 Studios,xbox,1.0,5216.0,2004,Simulation,Microsoft,0.27,0.08,0.0,0.01,0.36,81,7.69,62.64,0.0,23.08,6.59,0.0,7.84,0.0,15.69,0.0,33.33,1.96,21.57,1.96,17.65,30.36,20.98,7.14,20.98,20.54
mechassault: phantom war,4.0,16.0,Backbone Entertainment,wii,1.0,14703.0,2006,Simulation,Majesco,0.03,0.0,0.0,0.0,0.03,66,3.57,39.29,3.57,32.14,21.43,0.0,8.33,0.0,37.5,4.17,33.33,4.17,8.33,0.0,4.17,41.67,11.67,8.33,11.67,26.67
medal of honor,339.0,71.0,Dice,"playstation-3, xbox-360, pc",3.0,1429.75,2010,Shooter,Electronic Arts,4.47,3.18,0.11,0.85,8.610000000000001,74,17.0,65.18,2.43,15.38,0.0,0.0,4.05,0.0,28.32,2.31,14.45,8.67,8.09,2.89,31.21,48.42,13.17,6.12,14.29,18.0
medal of honor heroes,43.0,24.0,Team Fusion,psp,1.0,573.0,2006,Shooter,Electronic Arts,0.86,1.11,0.01,0.66,2.64,71,9.84,56.56,2.46,21.31,9.84,0.0,14.77,2.27,13.64,5.68,23.86,15.91,5.68,1.14,17.05,38.25,24.7,6.37,13.94,16.73
medal of honor heroes 2,23.0,37.0,EA Canada,"wii, psp",2.0,3174.5,2007,Shooter,Electronic Arts,0.8400000000000001,0.43,0.03,0.29,1.59,73,1.67,13.89,0.28,5.28,78.89,0.0,84.59,0.0,2.11,0.6,3.32,1.21,2.11,1.21,4.83,14.7,69.93,3.34,6.01,6.01
medal of honor: airborne,91.0,54.0,Electronic Arts,"playstation-3, xbox-360, pc",3.0,5434.33,2007,Shooter,Electronic Arts,0.7,1.27,0.04,0.38,2.39,73,8.66,55.12,2.36,29.92,3.94,0.0,1.32,0.0,31.58,0.0,21.05,7.89,5.26,1.32,31.58,48.77,12.88,6.75,16.87,14.72
medal of honor: european assault,20.0,42.0,EA LA,"playstation-2, xbox, gamecube",3.0,3790.0,2005,Shooter,Electronic Arts,0.32,0.19,0.0,0.02,0.53,72,6.59,67.07,0.6,22.75,2.99,0.0,6.06,3.03,23.23,1.01,29.29,4.04,9.09,3.03,21.21,37.43,19.16,10.78,17.96,14.67
medal of honor: frontline,192.0,29.0,EA LA,"playstation-2, xbox, gamecube",3.0,1593.33,2002,Shooter,Electronic Arts,4.390000000000001,3.3,0.17,1.07,8.93,88,7.18,66.22,1.33,24.73,0.53,0.0,3.59,0.4,23.9,1.2,32.27,4.78,17.53,3.19,13.15,40.16,29.06,6.08,13.34,11.36
medal of honor: infiltrator,9.0,19.0,Netherock Ltd.,game-boy-advance,1.0,8955.0,2003,Shooter,Electronic Arts,0.11,0.04,0.0,0.0,0.15,80,2.04,24.49,0.0,59.18,14.29,3.57,7.14,0.0,21.43,14.29,10.71,10.71,3.57,0.0,28.57,39.06,18.75,6.25,26.56,9.38
medal of honor: rising sun,84.0,30.0,EA LA,"playstation-2, xbox, gamecube",3.0,2168.67,2003,Shooter,Electronic Arts,3.07,2.68,0.13,0.8600000000000001,6.74,68,10.76,74.5,0.8,13.15,0.8,0.62,6.17,0.0,29.63,0.62,28.4,6.79,8.02,0.0,19.75,43.93,23.48,5.87,13.56,13.16
medal of honor: vanguard,55.0,29.0,Electronic Arts,"wii, playstation-2",2.0,12660.5,2007,Shooter,Electronic Arts,0.06,0.03,0.03,0.01,0.13,63,14.63,56.91,0.0,15.45,13.01,1.15,19.54,1.15,20.69,3.45,29.89,9.2,1.15,1.15,12.64,37.55,29.69,6.55,11.79,14.41
medal of honor: warfighter,469.0,43.0,Danger Close,"playstation-3, xbox-360, pc",3.0,2842.33,2012,Action,Electronic Arts,1.19,1.27,0.0699999999999999,0.42,2.95,53,12.9,63.71,0.81,17.74,4.84,0.0,4.94,1.23,20.99,1.23,13.58,16.05,8.64,1.23,32.1,45.81,13.3,9.85,17.73,13.3
medieval ii: total war,865.0,39.0,Creative Assembly,pc,1.0,10848.0,2006,Strategy,Sega,0.0,0.08,0.0,0.02,0.1,88,5.68,69.43,0.87,22.71,1.31,0.0,47.8,0.0,4.4,0.0,6.92,1.26,13.84,25.16,0.63,36.77,21.08,8.07,21.08,13.0
medievil: resurrection,100.0,43.0,SCEE,psp,1.0,2519.0,2005,Adventure,Sony,0.19,0.41,0.0,0.22,0.82,66,14.67,70.67,0.0,14.0,0.67,2.15,1.08,0.0,38.71,0.0,31.18,6.45,3.23,1.08,16.13,24.91,24.91,10.73,21.11,18.34
mega man & bass,52.0,18.0,Capcom,game-boy-advance,1.0,7058.0,2002,Platform,Capcom,0.16,0.06,0.0,0.0,0.22,79,1.81,21.76,2.33,54.4,19.69,1.9,2.84,1.42,28.91,4.27,18.48,18.48,5.21,0.0,18.48,30.72,25.94,9.71,22.61,11.01
mega man anniversary collection,31.0,32.0,Atomic Planet Entertainment,"playstation-2, xbox, gamecube",3.0,5842.67,2004,Platform,Capcom,0.71,0.33,0.0,0.09,1.13,81,0.92,40.96,2.06,49.89,6.18,0.43,9.13,0.87,9.13,0.43,32.61,0.87,36.52,6.09,3.91,23.49,29.16,11.33,26.68,9.33
mega man battle network,45.0,10.0,Capcom,game-boy-advance,1.0,4576.0,2001,Role-Playing,Capcom,0.14,0.05,0.22,0.01,0.42,79,9.08,70.05,1.97,17.4,1.51,0.23,4.12,0.0,15.1,0.0,45.54,1.37,25.86,2.75,5.03,45.65,26.19,7.34,14.42,6.4
mega man battle network 2,45.0,15.0,Capcom,game-boy-advance,1.0,5773.0,2002,Action,Ubisoft,0.22,0.08,0.0,0.01,0.31,81,4.79,72.34,1.6,19.68,1.6,0.0,9.27,0.0,10.28,0.25,26.57,0.75,41.85,7.77,3.26,46.68,29.93,6.64,10.21,6.54
mega man legacy collection,51.0,30.0,Digital Eclipse,"playstation-4, xbox-one, pc, nintendo-switch, 3ds",5.0,9733.5,2016,Platform,Capcom,0.19,0.0,0.05,0.03,0.27,80,0.0,21.96,3.74,62.62,11.68,0.0,10.34,1.15,8.05,1.15,29.89,4.6,31.03,2.3,11.49,27.41,10.81,16.99,39.77,5.02
mega man maverick hunter x,121.0,34.0,Capcom,psp,1.0,5752.0,2005,Platform,Capcom,0.27,0.01,0.0,0.03,0.31,79,6.38,67.38,1.95,21.81,2.48,0.74,1.49,1.24,30.77,6.45,17.37,15.14,4.96,1.24,20.6,35.41,42.02,5.35,8.95,8.27
mega man network transmission,17.0,28.0,Arika,gamecube,1.0,8403.0,2003,Platform,Capcom,0.13,0.03,0.0,0.0,0.16,65,6.45,43.55,3.63,37.1,9.27,0.76,3.79,0.0,16.67,1.52,37.12,5.3,14.39,3.79,16.67,27.29,23.66,5.92,23.66,19.47
mega man powered up,93.0,28.0,Capcom,psp,1.0,8999.0,2006,Platform,Capcom,0.12,0.01,0.0,0.02,0.15,82,4.72,59.84,2.89,30.45,2.1,0.37,2.25,1.5,27.72,7.12,26.59,12.73,5.62,3.37,12.73,44.63,22.59,6.28,15.62,10.88
mega man x collection,28.0,23.0,Capcom,"playstation-2, gamecube",2.0,8210.0,2006,Misc,Unknown,0.22,0.12,0.0,0.03,0.37,73,2.28,50.76,2.47,39.16,5.32,0.32,14.15,0.96,9.65,0.96,25.08,0.64,34.08,10.61,3.54,27.81,31.8,10.74,21.17,8.49
mega man x6,108.0,14.0,Capcom,playstation,1.0,4645.0,2001,Action,Capcom,0.14,0.1,0.16,0.03,0.43,65,2.82,28.08,1.04,50.67,17.38,0.22,4.12,0.65,24.3,4.12,26.03,16.92,4.77,1.08,17.79,38.15,38.64,5.9,10.03,7.28
mega man x7,67.0,30.0,Ltd.,playstation-2,1.0,3439.0,2003,Action,Capcom,0.22,0.17,0.14,0.06,0.5900000000000001,58,11.22,51.87,3.74,29.18,3.99,0.38,1.51,1.13,32.45,4.15,14.72,18.11,3.77,0.38,23.4,36.75,29.29,6.39,13.98,13.58
mega man x8,103.0,23.0,Ltd.,playstation-2,1.0,6018.0,2004,Platform,Capcom,0.14,0.11,0.0,0.04,0.29,68,4.41,67.54,2.4,24.05,1.6,0.0,4.45,1.05,22.51,2.88,27.75,8.12,14.14,2.36,16.75,32.55,44.38,4.92,9.25,8.9
mega man x: command mission,36.0,27.0,Ltd.,"playstation-2, gamecube",2.0,8886.0,2004,Role-Playing,Capcom,0.19,0.09,0.0,0.02,0.3,69,7.52,79.31,3.13,9.72,0.31,0.0,4.87,0.88,6.19,0.0,28.32,0.44,47.35,11.06,0.88,26.49,38.42,9.47,14.91,10.7
mega man zero,93.0,17.0,Inti Creates,game-boy-advance,1.0,3664.0,2002,Platform,Capcom,0.22,0.08,0.24,0.01,0.55,82,1.75,19.71,1.17,62.92,14.45,0.0,1.96,1.09,21.52,4.13,32.83,14.78,6.09,0.43,17.17,46.17,29.63,5.08,12.32,6.8
mega man zero 2,62.0,17.0,Inti Creates,game-boy-advance,1.0,4523.0,2003,Platform,Capcom,0.18,0.07,0.17,0.01,0.43,81,1.74,21.28,1.35,66.34,9.28,0.27,2.45,0.27,20.11,4.08,33.97,14.67,5.71,1.9,16.58,45.64,32.66,4.59,10.18,6.94
mega man zero 3,69.0,21.0,Inti Creates,game-boy-advance,1.0,7200.0,2004,Platform,Capcom,0.16,0.06,0.0,0.0,0.22,77,2.89,28.66,1.44,59.18,7.84,0.56,1.98,0.56,21.19,4.8,31.64,12.99,7.63,1.13,17.51,46.79,36.0,1.94,9.21,6.06
mega man zero 4,59.0,17.0,Inti Creates,game-boy-advance,1.0,10350.0,2005,Platform,Capcom,0.08,0.03,0.0,0.0,0.11,77,4.62,35.16,1.98,52.09,6.15,0.6,2.98,1.19,18.15,4.76,31.55,15.48,5.95,2.08,17.26,49.69,31.85,2.11,8.55,7.81
mega man zero collection,76.0,15.0,Inti Creates,ds,1.0,5256.0,2010,Platform,Capcom,0.21,0.02,0.11,0.02,0.36,78,1.84,18.75,1.47,66.91,11.03,0.0,9.21,0.0,12.7,0.32,24.44,2.86,33.33,10.48,6.67,32.51,20.45,11.28,21.23,14.53
mega man zx,70.0,37.0,Inti Creates,ds,1.0,5934.0,2006,Platform,Capcom,0.18,0.0,0.1,0.02,0.3,76,4.72,57.23,1.22,34.7,2.13,0.0,4.82,0.21,22.22,1.47,37.74,5.66,9.85,1.47,16.56,39.36,34.96,6.52,10.6,8.56
mega man zx advent,67.0,27.0,Inti Creates,ds,1.0,5305.0,2007,Platform,Capcom,0.23,0.0,0.09,0.02,0.34,78,5.95,58.36,1.49,33.09,1.12,0.0,5.21,0.0,17.97,1.04,36.46,5.73,11.72,4.43,17.45,43.86,30.16,6.57,10.09,9.32
megatagmension blanc + neptune vs zombies,25.0,22.0,Compile Heart,"pc, playstation-vita",2.0,9920.0,2015,Action,Idea Factory,0.02,0.03,0.05,0.01,0.11,61,21.67,68.33,6.67,0.83,2.5,0.0,4.6,1.15,18.39,0.0,48.28,1.15,18.39,6.9,1.15,37.93,35.17,5.52,14.48,6.9
men in black ii: alien escape,8.0,19.0,Melbourne House,playstation-2,1.0,10305.0,2002,Shooter,Infogrames,0.25,0.19,0.0,0.06,0.5,50,2.86,40.0,5.71,31.43,20.0,11.76,5.88,0.0,47.06,0.0,5.88,11.76,5.88,0.0,11.76,34.62,5.77,1.92,32.69,25.0
men of war,122.0,22.0,Best Way,pc,1.0,14302.0,2009,Strategy,505 Games,0.01,0.02,0.0,0.01,0.04,80,0.0,24.14,0.0,51.72,24.14,0.0,5.26,0.0,15.79,5.26,21.05,0.0,31.58,15.79,5.26,21.82,14.55,5.45,32.73,25.45
men of war: assault squad,119.0,21.0,1C Entertainment,pc,1.0,13059.0,2011,Strategy,1C Company,0.01,0.03,0.0,0.01,0.05,77,0.0,34.78,0.0,43.48,21.74,0.0,26.67,0.0,6.67,0.0,46.67,0.0,6.67,13.33,0.0,32.43,13.51,2.7,27.03,24.32
mercenaries 2: world in flames,54.0,69.0,Pandemic Studios,"playstation-3, xbox-360, pc, playstation-2",4.0,3125.0,2008,Shooter,Electronic Arts,1.15,0.7,0.03,0.43,2.31,72,15.79,65.26,3.16,15.26,0.53,1.06,9.57,2.13,15.96,1.06,35.11,2.13,23.4,6.38,3.19,26.87,11.71,4.39,29.97,27.05
mercenaries: playground of destruction,30.0,65.0,Pandemic Studios,"playstation-2, xbox",2.0,2842.5,2005,Action,LucasArts,1.1800000000000002,0.13,0.0,0.13,1.44,86,8.81,72.69,1.32,16.3,0.88,0.72,7.19,0.0,13.67,0.0,30.22,0.72,35.97,7.91,3.6,34.11,23.39,8.93,23.39,10.18
mercury meltdown,7.0,36.0,Ignition Entertainment,xbox-360,1.0,12585.0,2006,Action,Atari,0.05,0.01,0.0,0.01,0.07,78,0.0,58.62,3.45,31.03,6.9,0.0,10.0,10.0,10.0,0.0,20.0,0.0,20.0,10.0,20.0,17.11,7.89,18.42,27.63,28.95
mercury meltdown revolution,9.0,41.0,Ignition Entertainment,wii,1.0,8150.0,2007,Action,Ignition Entertainment,0.16,0.0,0.0,0.01,0.17,77,6.38,25.53,0.0,51.06,17.02,7.69,46.15,0.0,7.69,0.0,7.69,0.0,23.08,0.0,7.69,13.33,1.48,18.52,40.0,26.67
metal arms: glitch in the system,15.0,35.0,Swingin' Ape,"playstation-2, xbox, gamecube",3.0,8021.0,2003,Shooter,Vivendi Games,0.38,0.19,0.0,0.05,0.6200000000000001,82,1.56,60.94,0.0,35.94,1.56,0.0,2.56,0.0,20.51,5.13,38.46,0.0,23.08,5.13,5.13,27.7,18.24,10.14,24.32,19.59
metal dungeon,0.0,14.0,Panther Software,wii-u,1.0,14597.0,2002,Role-Playing,Xicat Interactive,0.02,0.01,0.0,0.0,0.03,44,10.0,15.0,0.0,50.0,25.0,0.0,38.46,0.0,7.69,0.0,15.38,0.0,30.77,7.69,0.0,30.56,11.11,0.0,36.11,22.22
metal gear rising: revengeance,1178.0,61.0,PlatinumGames,"playstation-3, xbox-360, pc",3.0,2643.5,2013,Action,Konami Digital Entertainment,0.74,0.56,0.44,0.22,1.96,80,3.38,38.06,0.65,52.95,4.96,0.28,3.07,0.0,25.74,0.56,24.07,10.04,6.97,1.77,27.51,61.27,15.48,6.6,10.6,6.05
metal gear solid 2: sons of liberty,1961.0,42.0,KCEJ,playstation-2,1.0,143.0,2001,Action,Konami Digital Entertainment,2.45,2.01,0.87,0.72,6.05,96,3.47,70.13,0.15,24.79,1.46,0.12,4.89,0.06,22.48,0.31,41.97,1.95,17.29,2.99,7.94,52.3,33.32,2.26,5.67,6.46
metal gear solid 2: substance,49.0,28.0,KCEJ,"pc, playstation-2, xbox",3.0,3539.5,2002,Action,Konami Digital Entertainment,0.56,0.36,0.16,0.08,1.16,87,3.47,70.13,0.15,24.79,1.46,0.12,4.89,0.06,22.48,0.31,41.97,1.95,17.29,2.99,7.94,52.3,33.32,2.26,5.67,6.46
metal gear solid 3: snake eater,1968.0,68.0,KCEJ,"playstation-2, 3ds",2.0,266.0,2004,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.22,91,2.08,69.79,0.3,26.55,1.29,0.31,6.74,0.06,16.13,0.12,38.44,1.53,27.47,3.8,5.4,48.97,33.82,2.71,6.5,8.0
metal gear solid 3: subsistence,845.0,53.0,Aspect,playstation-2,1.0,3635.0,2005,Action,Konami Digital Entertainment,0.34,0.01,0.15,0.06,0.56,94,2.08,69.79,0.3,26.55,1.29,0.31,6.74,0.06,16.13,0.12,38.44,1.53,27.47,3.8,5.4,48.97,33.82,2.71,6.5,8.0
metal gear solid 4: guns of the patriots,2665.0,82.0,Kojima Productions,playstation-3,1.0,145.0,2008,Action,Konami Digital Entertainment,2.63,1.74,0.83,0.83,6.03,94,5.3,67.25,0.67,24.82,1.97,0.15,7.73,0.03,13.93,0.12,39.27,1.36,28.22,4.53,4.65,52.2,22.15,1.94,9.14,14.58
metal gear solid hd edition,277.0,36.0,Armature Studio,playstation-vita,1.0,10390.0,2012,Action,Konami Digital Entertainment,0.16,0.18,0.16,0.09,0.59,81,3.86,61.42,0.3,32.64,1.78,0.53,18.95,1.05,9.47,0.0,15.26,0.0,34.21,17.37,3.16,36.46,15.99,17.91,19.62,10.02
metal gear solid v: ground zeroes,1614.0,70.0,Kojima Productions,"playstation-3, xbox-360, playstation-4, xbox-one, pc",5.0,4921.25,2014,Action,Konami Digital Entertainment,0.81,0.77,0.45,0.29,2.3200000000000003,75,5.76,69.46,1.84,21.74,1.2,3.95,2.41,4.53,22.85,11.19,8.97,17.65,3.09,0.39,24.98,60.59,22.72,4.49,7.96,4.24
metal gear solid v: the phantom pain,6446.0,88.0,Moby Dick Studio,"playstation-4, xbox-one, pc",3.0,5061.4,2015,Action,Konami Digital Entertainment,1.78,1.94,0.71,0.63,5.06,93,5.18,72.44,1.21,19.72,1.44,0.47,69.01,0.09,1.08,0.09,2.5,0.52,9.33,16.34,0.57,44.74,21.08,15.55,16.21,2.41
metal gear solid: peace walker,660.0,66.0,Kojima Productions,psp,1.0,800.0,2010,Action,Konami Digital Entertainment,0.46,0.42,0.96,0.25,2.09,89,3.34,58.83,0.65,34.99,2.2,0.0,28.62,0.12,4.63,0.23,14.6,0.93,26.42,21.67,2.78,39.5,22.2,9.46,16.25,12.6
